339	237	0.003129890453834116
339	452	0.009389671361502348
339	411	0.003129890453834116
338	596	0.00782472613458529
338	227	0.004694835680751174
338	405	0.004694835680751174
337	172	0.009389671361502348
337	575	0.006259780907668232
336	30	0.003129890453834116
335	212	0.009389671361502348
335	403	0.004694835680751174
334	250	0.006259780907668232
334	380	0.009389671361502348
333	152	0.006259780907668232
333	418	0.003129890453834116
332	51	0.009389671361502348
332	463	0.004694835680751174
331	367	0.012519561815336464
331	366	0.004694835680751174
331	67	0.009389671361502348
330	100	0.006259780907668232
329	480	0.009389671361502348
329	168	0.00782472613458529
328	37	0.001564945226917058
327	251	0.001564945226917058
326	477	0.003129890453834116
326	287	0.004694835680751174
325	167	0.014084507042253521
324	21	0.014084507042253521
323	382	0.006259780907668232
323	108	0.004694835680751174
322	555	0.001564945226917058
322	267	0.006259780907668232
321	232	0.003129890453834116
320	263	0.006259780907668232
319	182	0.004694835680751174
318	92	0.001564945226917058
317	305	0.001564945226917058
316	507	0.00782472613458529
316	277	0.004694835680751174
315	50	0.001564945226917058
314	160	0.00782472613458529
313	344	0.004694835680751174
313	73	0.00782472613458529
313	429	0.010954616588419406
312	518	0.00782472613458529
312	514	0.004694835680751174
312	491	0.004694835680751174
312	131	0.004694835680751174
311	72	0.010954616588419406
311	398	0.006259780907668232
310	603	0.004694835680751174
310	243	0.001564945226917058
310	636	0.003129890453834116
309	607	0.00782472613458529
309	175	0.006259780907668232
308	113	0.001564945226917058
307	233	0.00782472613458529
306	387	0.004694835680751174
306	601	0.003129890453834116
306	167	0.006259780907668232
305	115	0.003129890453834116
305	317	0.001564945226917058
304	131	0.00782472613458529
303	126	0.006259780907668232
302	68	0.003129890453834116
301	5	0.004694835680751174
301	379	0.004694835680751174
300	147	0.001564945226917058
639	600	0.004694835680751174
638	195	0.00782472613458529
637	37	0.001564945226917058
636	310	0.003129890453834116
635	624	0.009389671361502348
634	57	0.004694835680751174
633	188	0.006259780907668232
632	512	0.003129890453834116
631	547	0.001564945226917058
630	518	0.001564945226917058
199	498	0.006259780907668232
199	35	0.004694835680751174
198	270	0.006259780907668232
198	623	0.00782472613458529
198	107	0.00782472613458529
197	236	0.004694835680751174
197	101	0.004694835680751174
197	421	0.01564945226917058
197	290	0.017214397496087636
196	508	0.003129890453834116
196	119	0.009389671361502348
195	638	0.00782472613458529
195	184	0.00782472613458529
194	159	0.001564945226917058
193	135	0.00782472613458529
193	348	0.004694835680751174
192	39	0.003129890453834116
192	368	0.004694835680751174
192	378	0.003129890453834116
192	615	0.004694835680751174
191	186	0.003129890453834116
190	186	0.009389671361502348
190	359	0.00782472613458529
629	412	0.001564945226917058
628	617	0.003129890453834116
627	295	0.006259780907668232
626	503	0.003129890453834116
625	65	0.003129890453834116
624	635	0.009389671361502348
624	156	0.010954616588419406
623	198	0.00782472613458529
622	276	0.009389671361502348
621	273	0.004694835680751174
620	492	0.003129890453834116
189	171	0.006259780907668232
188	356	0.014084507042253521
188	75	0.012519561815336464
188	633	0.006259780907668232
187	469	0.012519561815336464
187	18	0.017214397496087636
186	191	0.003129890453834116
186	190	0.009389671361502348
186	164	0.004694835680751174
185	404	0.00782472613458529
185	494	0.006259780907668232
185	66	0.006259780907668232
184	342	0.014084507042253521
184	22	0.009389671361502348
184	195	0.00782472613458529
184	350	0.003129890453834116
183	32	0.006259780907668232
182	319	0.004694835680751174
182	98	0.006259780907668232
181	341	0.006259780907668232
181	79	0.006259780907668232
180	165	0.004694835680751174
180	505	0.00782472613458529
619	107	0.001564945226917058
618	22	0.00782472613458529
617	628	0.003129890453834116
617	613	0.00782472613458529
616	489	0.006259780907668232
615	192	0.004694835680751174
614	486	0.004694835680751174
613	617	0.00782472613458529
613	65	0.006259780907668232
612	495	0.001564945226917058
611	466	0.003129890453834116
610	3	0.004694835680751174
179	62	0.004694835680751174
178	284	0.001564945226917058
178	172	0.004694835680751174
177	453	0.009389671361502348
177	225	0.004694835680751174
177	164	0.006259780907668232
177	569	0.014084507042253521
177	241	0.009389671361502348
177	299	0.01564945226917058
176	20	0.006259780907668232
176	288	0.004694835680751174
175	117	0.006259780907668232
175	309	0.006259780907668232
174	592	0.004694835680751174
174	29	0.00782472613458529
174	417	0.001564945226917058
173	426	0.004694835680751174
173	157	0.012519561815336464
172	178	0.004694835680751174
172	117	0.009389671361502348
172	337	0.009389671361502348
172	275	0.009389671361502348
171	189	0.006259780907668232
171	410	0.006259780907668232
171	158	0.010954616588419406
171	608	0.003129890453834116
170	1	0.003129890453834116
609	53	0.001564945226917058
608	171	0.003129890453834116
607	309	0.00782472613458529
606	39	0.006259780907668232
605	555	0.001564945226917058
604	437	0.004694835680751174
603	310	0.004694835680751174
602	53	0.006259780907668232
601	306	0.003129890453834116
600	129	0.014084507042253521
600	639	0.004694835680751174
169	482	0.003129890453834116
169	204	0.009389671361502348
169	18	0.009389671361502348
168	213	0.004694835680751174
168	329	0.00782472613458529
168	31	0.006259780907668232
167	306	0.006259780907668232
167	268	0.012519561815336464
167	124	0.01564945226917058
167	325	0.014084507042253521
167	513	0.003129890453834116
166	474	0.003129890453834116
166	53	0.004694835680751174
165	64	0.006259780907668232
165	516	0.004694835680751174
165	242	0.006259780907668232
165	180	0.004694835680751174
164	177	0.006259780907668232
164	488	0.006259780907668232
164	115	0.00782472613458529
164	186	0.004694835680751174
163	95	0.004694835680751174
162	27	0.010954616588419406
162	253	0.006259780907668232
161	245	0.001564945226917058
161	20	0.00782472613458529
160	314	0.00782472613458529
160	78	0.014084507042253521
159	194	0.001564945226917058
159	7	0.004694835680751174
158	115	0.004694835680751174
158	218	0.003129890453834116
158	171	0.010954616588419406
158	347	0.00782472613458529
157	153	0.009389671361502348
157	173	0.012519561815336464
156	56	0.006259780907668232
156	624	0.010954616588419406
156	239	0.009389671361502348
156	538	0.004694835680751174
155	29	0.004694835680751174
154	597	0.00782472613458529
154	285	0.003129890453834116
154	120	0.00782472613458529
154	371	0.009389671361502348
153	115	0.00782472613458529
153	157	0.009389671361502348
152	333	0.006259780907668232
152	370	0.006259780907668232
152	74	0.006259780907668232
151	48	0.003129890453834116
150	62	0.004694835680751174
150	590	0.004694835680751174
149	2	0.00782472613458529
149	280	0.00782472613458529
148	354	0.004694835680751174
148	385	0.004694835680751174
148	118	0.010954616588419406
147	126	0.001564945226917058
147	300	0.001564945226917058
146	123	0.004694835680751174
146	240	0.009389671361502348
145	125	0.006259780907668232
144	438	0.009389671361502348
144	519	0.00782472613458529
144	255	0.00782472613458529
144	91	0.00782472613458529
143	11	0.004694835680751174
142	108	0.001564945226917058
141	269	0.004694835680751174
141	20	0.006259780907668232
140	51	0.003129890453834116
140	475	0.004694835680751174
139	112	0.009389671361502348
138	80	0.00782472613458529
499	118	0.00782472613458529
137	69	0.003129890453834116
498	199	0.006259780907668232
136	381	0.00782472613458529
136	128	0.00782472613458529
497	544	0.003129890453834116
497	42	0.004694835680751174
135	441	0.006259780907668232
135	48	0.003129890453834116
135	193	0.00782472613458529
496	556	0.003129890453834116
496	399	0.00782472613458529
134	75	0.006259780907668232
495	411	0.004694835680751174
495	612	0.001564945226917058
133	401	0.006259780907668232
133	89	0.004694835680751174
494	185	0.006259780907668232
132	60	0.004694835680751174
493	217	0.003129890453834116
131	304	0.00782472613458529
131	20	0.006259780907668232
131	312	0.004694835680751174
492	620	0.003129890453834116
492	214	0.004694835680751174
130	572	0.003129890453834116
130	51	0.004694835680751174
491	312	0.004694835680751174
490	115	0.006259780907668232
129	76	0.010954616588419406
129	600	0.014084507042253521
129	228	0.012519561815336464
128	117	0.00782472613458529
128	136	0.00782472613458529
128	443	0.009389671361502348
489	99	0.00782472613458529
489	616	0.006259780907668232
489	567	0.009389671361502348
127	222	0.001564945226917058
127	68	0.003129890453834116
127	349	0.004694835680751174
488	164	0.006259780907668232
126	273	0.003129890453834116
126	72	0.009389671361502348
126	282	0.009389671361502348
126	303	0.006259780907668232
126	147	0.001564945226917058
487	91	0.003129890453834116
125	449	0.001564945226917058
125	145	0.006259780907668232
125	77	0.00782472613458529
486	614	0.004694835680751174
486	218	0.004694835680751174
124	167	0.01564945226917058
124	118	0.00782472613458529
485	108	0.004694835680751174
123	84	0.006259780907668232
123	146	0.004694835680751174
484	3	0.004694835680751174
122	106	0.003129890453834116
483	452	0.012519561815336464
483	517	0.009389671361502348
